生热光束,生热光束
褪色回忆,回忆凋零
产能爆发,产量激增
杀戮名单,名单      
野性直觉,野性感知
无餍屠夫,饥肠屠户
腐蚀药剂桶,腐蚀桶      
警告射击,警告射击
烦人幽灵,恼人幽魂
呼唤仪式,召唤仪式
使劲全力,竭尽所能
平行时空,平行时空
埋没的烈日巨环,荒埋的太阳圆盘
岩石编制,塑岩      
狂暴四不像,痛击噬怪   
适应型号3000型,自适应3000型   
生死相依,生死双子
盗版赝品,赝品      
俘虏,拘捕
遗愿,绝念
备战,鼓舞
隐秘,灵巧
开悟,启明
闪灵,瞬息
威吓,凶煞
掠夺,洗劫
乱掷,投掷
泯灭,湮灭
弱势,易损
蛮力,碾压
扩增,增强
快速攻击,先制攻击
海难投弃,投弃      
游侠决心,护林决心
群鸦盛宴,狂食鸦群
灵犬座刻碑,信犬印记   
星辰牧羊人,星角牧童   
异想画师,创想画家
勒索,勒索
法术窃盗,窃法巧手
死亡射线：1型,死亡射线：1型
飞鸟座,飞鹤   
压力测试,压力测试
三姊妹,三姐妹
巴凯收割者,夺命巴凯   
占沙术,占沙术
未来异想,无穷遐想
开膛手海湾,鬼影海湾   
落地喵喵,坠地猫咪
以物易物,锁物交易
恶臭呼碰,恶臭汪噗
森之殇,森之殇
茄妖幼苗,精灵新芽
鬼步,鬼步
警示鹰,预示鹰
军团破坏者,军团破坏者
应急装置,应急装置
灵巧魄罗,灵动魄罗
无战痕洗劫者,无疤游荡者   
蘑菇云,蘑菇云
祖安小乞丐,祖安顽童   
精神导师,励志老师
大胆魄罗,大胆魄罗
幼年学怪,雪人幼崽
凶厄魄罗,坏坏魄罗
英勇魄罗,勇敢魄罗
魂灵吸噬,灵魂汲取
寒毛直竖,虫匍临身
暗影之魔,影魔      
钢铁脆化,钢铁脆化
不知情的岛民,无知岛民      
倒霉的贵族,倒霉贵族   
急速猛攻,冲击      
军团后卫,军团后卫
猎魔监管员,驱法收容者
利刃刀锋,刀锋利刃
聪慧学者,聪慧学者
抗击魔药,钢铁合剂
锁子甲,锁子甲
愤怒魔药,愤怒合剂
群暗影岛印记,群岛印记      
宝贝毒蛛,宝贝宠物
孤单魄罗,孤独魄罗
召回,召回
那欧利刃斥候,纳沃利刃探   
武术学徒,练功学徒
生命药水,生命药水
林地守护者,绿野看管员
光辉打击,光辉打击
黏人魄罗,黏人魄罗
德莱文的头号粉丝,德莱文头号粉丝   
克劳菲尔德的席莉亚,云丛的希思莉亚      
疾羽猎鹰,羽追踪者
狱长的猎物,狱长的猎物
狡诈,狡诈
警告过你喽,警告过你   
鼬诈老千,台球行家
大盗魄罗,魄罗劫匪
潜行割喉客,潜行割喉客
枪火谈判,枪火谈判
贝壳电击者,贝壳炮手   
残渣打捞者,残渣疏浚工
越狱,越狱
残勾团屠夫,铁钩帮屠夫
神射海盗,神射海盗
低吼树怪,树皮吼怪
扭曲树精,树苗投掷
寻花松鼠,花童      
皮克斯！,皮克斯！
普蝶,魄蝶
送礼人,送礼人
月环唤幕者,皎月暮使徒
日轮士兵,烈阳士兵
冥鬼枭,冥河枭
夜幕庇护,黑暗庇护
硬脾气老蝎,易怒老蝎   
护刃随从,剑童      
巨臂改装迷,武装改造迷
彼方馈赠,彼岸赐福
战技专精,战地巧技
忏罪随从,悔罪侍从
巨龙点心,巨龙点心
冰封奴魔,冰封奴仆
暗影学徒,暗影学徒
血色怪猫,猩红血怪
嗜血流寇,嗜血流寇
远古计划,远古整备
烈日当空,虚弱      
天选魄罗,天命魄罗
砥砺石,形岩   
沙丘守护者,沙丘守卫   
舞动水滴,舞动水滴
石奇,奇璞
血饵,血饵
幼鲨,幼鲨
天体并行,晨昏齐列
滑板女孩,飞板滑手
寻宝人,寻宝人
幼年煞族,幼艾克塞
胆小野山羊,受惊野山羊
八爪水獭,章獭      
海克斯地雷带,海克斯爆雷区
紫莓果昔,紫莓奶昔
灵巧化学家,创新化学家
约德尔随从,约德尔侍从
原始魄罗,始祖魄罗
剧毒吹箭,毒性吹箭
团体照,合照   
重生掷弹兵,复生掷弹兵
进阶情报,进阶线报
力量方尖碑,力量方尖碑
荒凉造物,荒芜造物
新星哨兵,新兴哨兵
锻造场主管,锻造厂主管
废物利用,废料堆   
云卷式,徐如云
传奇追寻者,传奇追寻者
反魔法英石巨犬像,禁魔石猎犬         
默言影见者,谧影先知   
残钩团监工,铁钩帮工头
龙瞳修行者,神龙之眼   
星泉,星泉
重影潜蝠,不散潜影
星星骨头,星骨棒   
黑玫瑰间谍,黑玫瑰间谍
不配飞升,云泥殊路
神羊喘息,羊灵生息
刺骨鱼叉,透骨尖钉
打击宣言,垒打宣言
四尾旋刃者,仙灵剑舞者
武器铁匠,战地铁匠
吹号求援,敦请救兵
播撒的种子,耕耘         
血色门徒,猩红学徒
竞技场主持人,竞技场播报员
魄罗牧人,魄罗牧者
竞技场组头,竞技场管理
猎魔宣教士,驱法说服者
死亡莲花,死亡莲华
林地双煞,绿野二人
鲨鱼战车,鲨鱼战车
特菲利安求誉者,崔法利逐耀者   
亘古洞悉,世纪之眼
英勇水手,勇敢水手
钢铁暴雪,斩钢闪   
化学庞克扒手,炼金顽童      
星光先知,星光先知
珊瑚小顽童,珊瑚精灵   
黑市商人,黑市商人
选牌,选牌
飞鹰突击,炫目攻势
寒风刺骨,陷入寒境
集体分赃,共享战利
走为上策,回身      
巨龙先使,巨龙令使
紫角山羊,山羊      
压制,铁手
抗魔英石雕,禁魔石雕   
抗拒！,回绝！
拼装魄罗机器人,补丁魄罗机      
沉睡梦域,催眠气泡
酷炫星图,酷炫星图
弱肉强食,捕猎弱者
巨魔馈赠,巨魔赠礼
星角峰,摘星峰
珍存之所,存护处所
远古沙漏,远古沙漏
杀戮之路,毁灭之径
身陷黄昏,灵约黄昏
深海甲虫,深海甲虫
神皇高台,御用高台
切分换位,切分易位
缎带舞者,红绸舞者
海藻少女,海藻姑娘
贝壳学家,贝壳学家
行走望远镜,大步望远镜
设陷阱,设陷阱
玛拉族守卫,鲛人守卫   
玛拉族歌姬,鲛人歌姬   
复活手术,盐线手术
劲风修士,呼风僧侣
高压电鱼叉,电子鱼叉   
盾之跃击,斗盾跃击
奇幻图腾,摸鱼飞弹
妖精爷爷,精灵爷爷
反魔法英石巨翼像,禁魔石巨鹰         
面具看守者,面具守侍   
菁英学院奇才,学院天才      
春临信使,春之使   
窥视异域,彼岸一瞥
牧灵者,牧魂者
勤奋的学徒,勤奋的学徒
先锋守军,先锋卫士
鲜血转换,鲜血转换
暗影的逆袭,暗影冲击   
那欧土匪,纳沃利谋
碎裂,碎裂
受诅咒的看守人,受诅守侍         
同袍兄弟,兄弟情义
普通蜘蛛,居家蜘蛛
爆破帮菜鸟,爆破队菜鸟
秘术射击,秘术射击
战地厨师,战地厨师
潜行之狼,潜行之狼
杂物堆,乱翻   
巧遇,巧遇
骚灵酒鬼,躁动群灵
先锋瞭望兵,先锋哨卫   
军团掷弹兵,军团掷弹兵
军团擂鼓兵,军团鼓手   
林地瞭望兵,绿野哨卫   
净化,净化
冰谷弓箭手,冰谷弓箭手
双重戒律,苍绯之印
血色贵族,猩红贵族
特菲利安新兵,崔法利追随者
雾魅,幽魂
鬼灵圣物,灵异圣物
野魂秘术师,兽性秘术师
血债血还,以眼还眼
单挑,独斗
呼碰引伴,一团汪噗
咬咬手榴弹！,嚼火者手雷！
八爪梦魇,恐怖蜘魔
那欧劫匪,纳沃利霸
闪钢捍卫者,闪钢防卫者
污水坑地图,地沟区地图
恶趣胃,恶盛宴
灵气守护者,气之守卫   
艾伐洛森哨兵,阿瓦罗萨哨兵
恐惧号水手,震惧号水手
受雇枪手,受雇枪手
更多的火药！,再加火药！！
黄金独角鲸,黄金独角鲸
枪林弹雨,枪林弹雨
无情劫掠者,无情劫掠者
龙爪女侠,神龙之爪
虎啸龙呤,天音波   
帝国炸弹工兵,帝国爆破手   
蛛丝马迹,蛛丝马迹
资深调查组员,资深警探      
尖刺蛤蟆,荆棘蟾蜍
耍猴戏,孬猴为
巨魔战歌,巨魔涌调
拾荒巨魔,拾荒巨魔
古魔头首,古巨魔像
少女巫,小女巫
望穿无垠,永恒之力
害怕的星界象,受惊飞象      
日轮持盾兵,烈阳盾卫   
苍白月瀑,苍白之瀑
引导之触,慈柔之抚
漂泊旅者泰亚历,旅者泰瑞         
月环潜影者,皎月夜影刺
日钢护体,阳佑之力
深宵断魂,无言恐惧
章鱼拳师,拳击章鱼
蟾蜍算命师,算命蟾蜍   
迎敌之息,勇迎敌阵
蛋头学者,龙理论家
龙卫中尉,龙卫副官
锐目,锐目
调皮星孩,调皮星童
符文编铸者,符文织匠   
破刃剑柄,断刃剑柄
弹道机器人,弹道机器人
反复改良,迭代改良
精密杰作,精研之作
天影鱼座,翔鱼      
名誉领主,荣耀领主
先祖恩泽,先祖恩泽
新进时空术士,雄心时空师   
幸运日,收获日
跃岩者,石跃者
冬眠岩熊,冬眠岩熊
庖丁解牛,冷酷捕猎
觉醒沙团,唤醒黄沙
褪色死神,消逝蛙灵
假面之母,面具灵母
暗影岛之歌,群岛魂曲   
一搭一唱,引带跟随
落石小径,落石之径
远古魔像,苍蓝魔像
日隼,日隼
奇里安污水坑工人,地沟区铃鼠工      
发条管理员,发条监护   
时光之瓶,瓶中时光
预言家,预言家
红鳍槌鼻怪,红鳍锤头鱼
钳嘴鱼群,钳嘴鱼群
排排站,排好   
战场晋升,战场晋升
时光枢纽,时间卷器
时间戏法,时间巧计
轰炸狒狒,爆破狒狒
煞群呼唤,召集兽群
赦罪之枪,开恩出膛
百足蛇龙,匍行蛇龙
玩石约德尔人,堆石匠         
调皮触手,调皮触手
暗灯泡随侍,暗能球侍僧
邪恶助长者,扭曲作暗者
蘑菇小狗,芙菇小狗
戳戳棍,戳戳棒
班德尔突击兵,班德尔突击兵
爆力搭档,爆弹双子
约德尔铁匠,约德尔铁匠
潮落,潮落
阴郁医师,墓地医师
阵亡骑兵,阵亡骑兵
卧底探员,放蛇警员
埋伏突袭,伏击      
毁灭侍者,毁灭侍僧
斐罗仕金主,菲罗斯金主
旋风战士,龙卷战士
尖嗓明星鼠,唧机鼠      
咕噜虫,咕哝蛞
约德尔探险家,约德尔探险家
法师小兵,小兵      
修理鼠,修机鼠
加速,如风
火焰喷射器,纵火盛宴   
倾城,魅惑
小蜥蜴,幼蜥蜴
图书馆助理,图书馆助理
神速卷轴,活灵笔豪
爆破毬果幼苗,爆裂球果苗   
杜兰德雕刻家,杜朗雕刻家   
灵狐漫游者,灵狐漫游者
灵骨占术师,麋鹿骨占师
海象牙语者,海象牙语者
佛晓申言者,黎明祈士   
不死战魂,不朽不灭
群岩导师,岩石明师
残恶码头,屠宰码头
瞌睡仙崔佛,睡仙崔佛   
伟大广场,宏伟广场
战痕之地,疤痕领地
希安那修道院,希拉娜修道院
星幕圣显,星光乍现
扭曲丛林,扭曲丛林
班德尔城市长,班德尔城市长
逆势而行,逆势而上
组织动员,动员      
天择刎颈杀,无情打击   
魅影捣蛋鬼,魅影调皮鬼
冰霜尖牙巨狼,霜牙巨狼      
死亡印记,追猎印记
幽铁宣令官,钢铁先驱   
发狂疾行蛛,狂暴爬蛛   
洞察力,远谋   
新鲜献祭,新鲜祭品
组合机器人,组装机器人
裂灵术,魂分裂
精神抖擞,振作起来
预备击剑,持剑预备
先锋中士,先锋士官
狂躁！,狂欢！
光之哨兵赛娜,光明哨兵赛娜
急速冰冻,闪冻      
人鱼术士,牧河人   
独身修女,独行僧侣
诺克萨斯断头台,诺克萨斯断头台
肖狗水手,舰船中士
拉霸机器人,老虎机器人
深渊之引诱,深渊诱惑   
双倍麻烦,双重麻烦
圣猴神像,猴像      
青囊鱼猎人,琢饵鱼猎人
障眼法,变戏法
纵火女强盗,烬火女郎   
蓄能冲击,强能冲拳
树精保姆,枯林看护
魔法树液,吸元秘术
毛茸茸园丁,毛茸看护   
巨龙蛋,巨龙巢
亮晶晶研究家,星石学者      
月环女祭司,皎月女祭司
静寂嘘鸣,肃静      
新月守护者,新月守卫   
日轮女祭司,烈阳女祭司
如影随形,潜影双生
暗路难行,未竟之途
掠翼轰击,狂轰猛击
祈愿,祈愿
轰隆战舰,轰鸣爆艇
生化喵,生化猫
海克斯核心铸造厂,海克斯核心铸造厂
大胃王,暴食   
浩劫降临,天崩地裂
模仿,重施
异形研究者,异形研究者
碎裂地表,撒石阵   
忠贞议会,虔诚议会
砂漠禁军,沙兵现身
蜿蜒长域,蜿蜒长阶
务实完美主义者,完美主义实干者
小白牛厄努克,志愿厄努克   
钢钩射击,钩爪射击
浮夸骑士,自大骑士
惊涛骇浪,洪波涌起
警局档案专员,警局档案员   
魔导祭典,奥术仪式
无尽虔徒,无尽信徒
明日锻造场,未来锻造厂
海克斯科技搬运机,海克斯科技助手机
淘气海贼鼠,海盗顽宝   
闪电冲击,奥义雷铠
神之柳树幼苗,帝柳幼苗      
携手同行,携手共进
负伤白焰龙,负伤苍炎龙
蓝色小鬼火,闪光浮灯灵
拿可塔酋长,纳柯塔酋长
妖精援助,精灵援助
帽子蘑菇,环帽蘑菇
战争罡风,战争罡风
杜兰德建筑师,杜朗建筑师   
杜兰德之盾,杜朗护盾   
电光游行花车,电动彩车      
血色都察,猩红馆长
蘑菇小贩,芙菇小贩
林地长老,绿野长老
艾伐洛森神射手,阿瓦罗萨神射手
战痕组长史特芬,疤痕领主斯特芬
蜘蛛哨兵,蛛怪哨兵
咒能高涨,咒能高涨
药剂桶供应商,旧桶贩子      
污水坑疏浚机器人,地沟区疏浚机      
忧伤抄写员,悲伤书吏   
罗伦特家族决斗家,劳伦特决斗家      
军团流寇,军团乱兵
鳞甲四不像,鳞甲噬怪   
暗影刺客,暗影伏者
金吓破坏机器人,黄金榨机         
灵魂黑矛,黑暗之矛
罗伦特家族门徒,劳伦特门徒      
天降大任,薪尽火传
回转死神,冷血追命
玄妙石阵,秘言之石
亲切的小酒馆老板,和蔼的旅店老板   
魄罗点心,魄罗点心
暗雾呼唤,迷雾之召
棱光障壁,曲光屏障
艾伐洛森捕兽人,阿瓦罗萨捕兽手
翡翠觉醒者,翡翠觉醒者
大力魄罗,魁梧魄罗
灵光电火球,灵光一闪   
悬浮飞板初学者,业余航空家      
特菲利安莽夫,崔法利莽汉   
黑潮灾厄,黑水之祸
实力至上,武力      
荒诞传说,天方夜谭
先锋赎士,先锋赎使
移形换影,移形换影
猎魔检察员,驱法调查官
泡泡熊,气泡熊
盗品,盗窃
秘密王牌,袋中王牌
忠心獾熊,忠实獾熊
绿牙守卫,绿齿峰守
龙鳞拳师,神龙之鳞
诺克萨斯狂热,诺克萨斯狂热
幽铁弩炮,钢铁弩炮
灵魂拷问,解脱之触
巡逻员警,巡逻警员
死花漫游者,亡绽漫游灵
野性呼唤,呼唤野性
美味茄妖,可口精灵
星角幼兽,星角幼兽
太阳圣剑,天顶之刃
末日豹,末日兽
贵公子蜥蜴,闲适蜥蜴   
河流飨宴,河沼大餐
分歧之路,适应山路
护泉者,星泉守
焦土作战,焦土政策
星晶蝶,星晶蝶
星回百转,飞星乱入
打磨心志,坚定决心
幽影碎冰,寒冰碎片
搜刮战利,战利品   
玫瑰棘兵,玫瑰之刺
崇高圣显者,尊贵圣职者
大煞侦察兵,塞原斥候   
圣所内殿,圣所内殿
学徒卡西历,学徒卡西里
流沙陷阱,流沙      
织魂者,织魂灵
无情猎手,残酷猎手
煞族唤兽,唤艾克塞
悉心预备,悉心整备
殒落龙卫,破败龙卫
维库拉浪客,维考拉游民
迦玛沃尔士兵,卡马维亚士兵
弹跳炸弹,弹跳炸弹
老巫师,老法师
约德尔新兵,约德尔新兵
竞技场老板,竞技场老大
班德尔画家,班德尔画家
唱虾毁吟游组合,吟游叨逼叨组合
抗压防御,抗压防御
旅行虾族人,旅行虾人   
叛军贵族,贵族叛军
杀戮怒吼,杀手怒吼
内线消息,内幕消息
镇暴射击,和平使者
污水坑毒雾,地沟区毒气
荒行者,荒行者
爆能释放,奥能宣泄
日轮哨兵,烈阳哨兵
布尔鲁哨兵,芭茹哨兵   
震雷之拳,雷霆冲拳
鹿角兔,林地守
记忆鳞甲,记忆之袍
由拉,由拉
烧烤狂人,暴躁狂   
英雄赞歌,英勇旋律
约德尔传送门,约德尔传送门
原始冲撞,痛殴      
杜兰德门徒,杜朗门徒   
罗伦特家族骑士,劳伦特爵士      
军团退将,军团老兵
双刃手席菈扎,利刃释瑞轧   
暗影之刃．忍,影刃之仁      
电击喷鳍鱼,电击蝠鲼   
石峰破片,神峰碎片
巨力捍卫者,阔背卫士   
幽侵狂影,侵蚀鬼影
火药大骚乱,火药暴走   
剑齿兽座,齿虎      
灌铅骰子,灌铅骰子
战地乐手,战地乐师
光明未来,前程似锦
重生者宣使,复生使者   
相消仪式,否认仪式
银翼鹫飞行队,敏翼飞骑团   
血腥夫人,血腥女爵
正义骑士,正义骑警
遗憾典册,遗憾典籍
反魔法英石巨鹿像,禁魔石雄鹿         
古代鳄龙,远古鳄怪
一夫当关,一夫当关
可疑人物,可疑人物
猎魔煽动者,驱法煽动者
先锋掌旗手,先锋旗手   
雪崩,雪崩
人气角斗士,竞技场明星
艾伐洛森骑卫队,阿瓦罗萨游骑   
史提克冲击,斯塔提克电
恶灵领域,幽冥监牢
污水坑拾荒者,地沟区拾荒者
斗转之力,心眼刀   
大善人,杰捐者
罗轮特家族刀剑收藏家,劳伦特持刃者            
武趣工匠,欢乐匠   
冯弈卜教授,冯易普教授
使魅师,唤魂者
均衡引路人,均衡寻道者
抵制,拒绝
血誓之盟,血盟之誓
巨异蜥骑兵,龙蜥骑手   
重量级呼碰,呆傻汪噗   
血色觉醒者,猩红觉醒者
骗术师,神秘师
恶赌徒,傲赌徒
约德尔骗子,约德尔骗徒
调皮小飞,古灵精怪
钢铁怒涛,暗流涌动
岛屿领航员,岛屿领航员
老练游侠,苍鬓游侠
震荡掌,震荡掌
攻城投石机,破城投石机
整装待发,整装待发
新锐调查组员,洞悉警探      
妖灯向导,仙灵向导
健壮松鼠,壮硕松鼠
群峰占术师,神峰占卜师
占星家,星先知
残酷猎手,残暴捕手
快拳流,缭快拳
月隐蔽殿,隐月神庙
失落宝藏,佚失财宝
屏障庇护,黄金圣盾
英勇骑兵,英勇骑兵
蛮荒冰壑,枯萎深谷
流言蜚语,低声密谋
尖啸蜘蛛,尖鸣蜘蛛
主宰仪式,统治仪式
巴凯纺沙者,纺沙巴凯   
沙漠学家,沙漠学家
沙漠之怒,沙漠之怒
大地震颤,大地震颤
传奇魄罗,赫名魄罗
殒落角斗士,破败清算者
瑕疵拉霸机器人,次品交换机器人
维库拉盗库者,维考拉破柜贼
迦玛沃尔巨龙,卡马维亚巨龙
暴躁掷弹兵,暴躁掷弹兵
浮华长袍狂,高跷制袍师
约德尔说教魔人,约德尔老讲师   
恐怖难高音,恐怖男高音
猛男侦察兵,猛男斥候   
岛屿守望者,群岛看守   
火焰修士,余烬僧侣
友情万岁！,贴贴！！！
瞬间转移,换位替身
均衡夺命剑客,均衡生命刃   
冷酷进击,冷酷追击
陋巷酒吧老板,后巷酒保      
先锋首刃军,先锋首刃   
银翼鹫俯击兵,银翼翔兵      
银翼鹫先锋,银翼先锋   
先锋护卫,先锋侍从
艾欧尼亚的意志,艾欧尼亚的意志
厄努克公牛,雄性厄努克
殒落王国编年史家,破败记录者         
灵气庇护,灵魂庇护
碎碎念的比亚,贫嘴布耶戈   
海之霸主,巨鲨强袭
狩猎舰队,狩猎舰队
打捞,打捞
深海巨怪,海底巨兽
北境之怒,北地之怒
狂狼骑士,狼骑兵   
逮到你喽！,抓到你了！
破坏狂巨魔,掠夺巨魔   
幻想曲！,奇思妙想
星护壁垒,坚毅壁垒
白焰卫龙,苍炎卫龙
鬼魅夜袭,雾起魂迷
星之护佑,星之护佑
晶角野山羊,水晶野山羊
归途,庐归
日轮阳锻师,烈阳铸阳僧
射线余波,余震      
恶意印记,恶意魔印
血腥事件,血腥事件
审判之重,审判之重
盐塔,盐塔
冷酷碎骨者,冷酷碎骨者
黄金使者,金光大使
灵蛭,灵蛭
沙术士,塑沙卫
极寒冰噬,屈于臻冰
沿岸守军,海岸卫士
大地龟,地元素
宝物猎人,投机者   
不屈迷雾,距破之舞
玫瑰剑,棘刺刃
天幽狐,星幽狐
绝望,绝望
温柔海葵,巨型海葵
毁灭射击,毁灭射击
失兴旅人,冷漠旅人
深渊卫士,深渊守卫
玛拉族圣母,鲛人圣母   
生死同胞,袍泽之谊
斐罗仕巡航机,菲罗斯巡天船
竞技场叫卖员,竞技场促销员
约德尔队长,约德尔队长
无径古猿,无径先贤
盲眼秘术师,障目秘术师
小翼兽,雏翼兽
彩虹鱼,彩虹鱼
原初力量,原初力量
登山学者,登山学者
灵界之门,灵念通道
魔狼族萨满,暗影狼萨满
艾伐洛森骑卫队,阿瓦罗萨炉卫   
追寻完喵,追求完喵
独行狂战塔卡兹,无族者塔克兹   
神臂加藤,巨腕加藤
潜水喵,载猫器
优胜者杰克,大赢家杰克
群峰旅者,神峰旅者
三雷射爆破炮,三管蓄能炮   
诺萨克拉亚竞技场,诺斯卡里亚角斗场
皮尔托夫大学,皮尔托夫大学
希利亚宝库,海利亚宝库
努力争取,势在必得
别挡路,别挡道
巨神峰之巅,巨神峰之巅
拟态机兵,拟态机体
狂野利爪,蛮野利爪
凛冰仲裁官,凛锐审判官
地底巨兽煞沙雷斯,潜地泰坦艾克刹雷
魄罗雪橇,魄罗雪橇
班德尔神木,班德尔神木
海军上将雪利,海军上将雪利
头号要犯,头号通缉
沙视者,沙预师
沉默风暴莉苏,寂岚律子      
九命,九命
折纸龙,纸工龙
裂地飞龙,山脉亚龙
银翼鹫枪骑兵,敏翼枪兵      
群蛛之主,群蛛之母
致命出击,一锤定音
宝石迅狮,镶石镇兽
密登史多的党羽,米登斯托克党羽
饱受折磨的奇才,饱受折磨的逸才
凶杀怒吼,骇人咆哮
毁灭风暴,大杀四方
战痕少女洗劫者,疤痕之仆魔刃   
化学庞克撕裂乐手,炼金速弹吉他手   
据为己有,控驭      
光辉守护者,光辉守卫   
特菲利安鉴定员,崔法利顾问      
暴走配线员,不稳伏特师
游刹里,玉萨里
幻影赦魔,集魂者   
冰霜獠牙萨满,霜牙萨满      
锐鳞猎人,锐鳞猎人
弹射,弹射
深渊之眼,深渊之眼
深度冥想,禅修冥想
冥河集魄人,沼地集魂者
日光之矛拉冯,日光之矛拉冯
巨神峰的祝福,巨神峰的祝福
旭日晨光,曙光      
梦魇马,暮骑兵
同命,溃碎
生存技巧,生存技巧
穿云座,踏羚   
冰葬,冰葬
暴怒巴凯,狂暴巴凯
虹吸打击,汲魂痛击
古沙陵墓,沙袭陵墓
灵魂之旅,灵魂之旅
替身残影,往昔重影
拉克尔之眼,拉霍拉克眼
珍存园丁,存护园丁
洗劫者船头,强盗街      
殒落狂鲨炮,破败雷克斯
退役角斗士,退役清算者
维库拉壮汉,维考拉巨汉
吸魂黯雾,凋零迷雾
约德尔出征,约德尔全武
贝壳把戏,贝局千术
英勇冲锋,英勇冲锋
尾袍女族长,尾袍女族长
远古好战者,远古战狂   
阵亡角斗士,阵亡清算者
警备小队,警务小队
致命一击,致命一击
远古魔导宣使,巫灵传令使   
黯雾看守者,黑雾看守   
斑点蛤蟆,魔纹蟾蜍
释放兽灵,兽灵喧腾
束缚,拘留
催化魔方,催化神石
军团大将军,军团将军   
特菲利安破盾兵,崔法利摧盾者   
不死之握,不灭之握
瞬步,瞬步
厄努克牛群,厄努克群   
吸星鬼哭,凋零哀嚎
先锋骑兵,先锋骑兵
狡猾踏浪者,矫捷踏浪者
协力打击,协力打击
巨角兽拍档,巨角伙伴   
巨熊族灵魂行者,熊人灵魂行者   
锐啸飞龙,尖啸巨龙
光辉星角兽,华辉星角兽
白月梦舞者,月幻梦影   
混源龙怪,燎岩钢龙
星之诞,铸星   
调皮精灵,调皮灵兽
刺眼月光,月光之灾
狂怒骑士,狂怒骑手
极寒防御,耐寒      
遗迹猎人,遗迹猎人
剑刃之花,繁花之刃
时辰已到,时机已到
扭曲空间,扭曲空间
约德尔怪装置,约德尔装置   
自由巨像,脱逸巨像
自我强化科学家,改造实验师      
杰．梅德拉达,贾尔米达尔达
暗影火光,影火      
决斗,清算
战痕之母芙蕊娜,疤痕之母弗莱娜
攻城槌,攻城锤
骁勇战士希莉亚,骁勇战希思莉亚
蔷薇警长,罗斯警长
深渊吞噬者,深渊吞噬兽
珍妮薇．艾姆哈特,吉纳维芙艾姆哈特
魄罗极光,魄罗极光
奥洛．烁角,烁角奥洛   
首席机械师泽维,首席机械师泽维
音无龙兽,威音圣龙
耀日守护者,炎阳守卫   
月隐者席格纳斯,披月刺客天鹅座
嚎哭深渊,嚎哭深渊
摇摆泡泡鱼,摇摆泡泡鱼
捕猎手艾瑞儿,追猎手阿蕾尔
飞升者崛起,飞升者崛起
碎石巨像,破岩巨像
